geom,lat,lon,rainfall_avg,temp_avg,soil_type,drought_frequency
POINT(-119.04000000000039 36.84000000000013),36.84000000000013,-119.04000000000039,15.99,74.39,Chalky,5.0
POINT(-119.0200000000004 36.84000000000013),36.84000000000013,-119.0200000000004,17.71,63.26,Loam,5.0
POINT(-119.0000000000004 36.84000000000013),36.84000000000013,-119.0000000000004,12.4,45.04,Loam,5.0
POINT(-121.0 36.860000000000134),36.860000000000134,-121.0,29.38,50.64,Peat,3.0
POINT(-120.98 36.860000000000134),36.860000000000134,-120.98,34.52,48.14,Peat,2.46
POINT(-120.96000000000001 36.860000000000134),36.860000000000134,-120.96000000000001,35.86,67.18,Chalky,3.91
POINT(-120.94000000000001 36.860000000000134),36.860000000000134,-120.94000000000001,32.46,47.84,Chalky,4.22
POINT(-120.92000000000002 36.860000000000134),36.860000000000134,-120.92000000000002,30.17,42.37,Chalky,3.29
POINT(-120.90000000000002 36.860000000000134),36.860000000000134,-120.90000000000002,19.57,56.95,Chalky,5.0
POINT(-120.88000000000002 36.860000000000134),36.860000000000134,-120.88000000000002,36.75,67.49,Chalky,2.6
POINT(-120.86000000000003 36.860000000000134),36.860000000000134,-120.86000000000003,32.1,53.07,Loam,4.15
POINT(-120.84000000000003 36.860000000000134),36.860000000000134,-120.84000000000003,31.84,51.16,Loam,3.85
POINT(-120.82000000000004 36.860000000000134),36.860000000000134,-120.82000000000004,28.73,45.54,Loam,3.87
POINT(-120.80000000000004 36.860000000000134),36.860000000000134,-120.80000000000004,24.19,58.95,Loam,5.0
POINT(-120.78000000000004 36.860000000000134),36.860000000000134,-120.78000000000004,23.28,70.23,Loam,3.96
POINT(-120.76000000000005 36.860000000000134),36.860000000000134,-120.76000000000005,24.79,65.68,Sandy Loam,3.92
POINT(-120.74000000000005 36.860000000000134),36.860000000000134,-120.74000000000005,20.62,65.22,Sandy Loam,4.84
POINT(-120.72000000000006 36.860000000000134),36.860000000000134,-120.72000000000006,26.02,41.85,Sandy Loam,3.31
POINT(-120.70000000000006 36.860000000000134),36.860000000000134,-120.70000000000006,20.19,65.56,Sandy Loam,5.0
POINT(-120.68000000000006 36.860000000000134),36.860000000000134,-120.68000000000006,28.21,45.31,Sandy Loam,3.27
POINT(-120.66000000000007 36.860000000000134),36.860000000000134,-120.66000000000007,34.44,57.45,Clay Loam,3.0
POINT(-120.64000000000007 36.860000000000134),36.860000000000134,-120.64000000000007,16.93,59.84,Clay Loam,5.0
POINT(-120.62000000000008 36.860000000000134),36.860000000000134,-120.62000000000008,20.08,62.92,Clay Loam,5.0
POINT(-120.60000000000008 36.860000000000134),36.860000000000134,-120.60000000000008,24.24,50.76,Clay Loam,5.0
POINT(-120.58000000000008 36.860000000000134),36.860000000000134,-120.58000000000008,21.82,42.53,Clay Loam,3.75
POINT(-120.56000000000009 36.860000000000134),36.860000000000134,-120.56000000000009,27.63,66.89,Silt,3.67
POINT(-120.54000000000009 36.860000000000134),36.860000000000134,-120.54000000000009,19.77,60.32,Silt,5.0
POINT(-120.5200000000001 36.860000000000134),36.860000000000134,-120.5200000000001,23.04,55.95,Silt,5.0
POINT(-120.5000000000001 36.860000000000134),36.860000000000134,-120.5000000000001,23.03,45.69,Silt,3.46
POINT(-120.4800000000001 36.860000000000134),36.860000000000134,-120.4800000000001,23.26,70.49,Silt,4.42
POINT(-120.46000000000011 36.860000000000134),36.860000000000134,-120.46000000000011,19.53,64.71,Peat,5.0
POINT(-120.44000000000011 36.860000000000134),36.860000000000134,-120.44000000000011,26.7,47.94,Peat,3.05
POINT(-120.42000000000012 36.860000000000134),36.860000000000134,-120.42000000000012,26.49,71.74,Peat,4.48
POINT(-120.40000000000012 36.860000000000134),36.860000000000134,-120.40000000000012,17.91,71.0,Peat,5.0
POINT(-120.38000000000012 36.860000000000134),36.860000000000134,-120.38000000000012,35.08,61.68,Peat,2.82
POINT(-120.36000000000013 36.860000000000134),36.860000000000134,-120.36000000000013,19.83,43.6,Chalky,4.73
POINT(-120.34000000000013 36.860000000000134),36.860000000000134,-120.34000000000013,30.67,62.28,Chalky,4.27
POINT(-120.32000000000014 36.860000000000134),36.860000000000134,-120.32000000000014,34.34,68.67,Chalky,3.82
POINT(-120.30000000000014 36.860000000000134),36.860000000000134,-120.30000000000014,20.66,47.18,Chalky,4.51
POINT(-120.28000000000014 36.860000000000134),36.860000000000134,-120.28000000000014,34.49,54.77,Chalky,4.36
POINT(-120.26000000000015 36.860000000000134),36.860000000000134,-120.26000000000015,17.74,50.8,Chalky,4.98
POINT(-120.24000000000015 36.860000000000134),36.860000000000134,-120.24000000000015,33.75,50.33,Loam,2.6
POINT(-120.22000000000016 36.860000000000134),36.860000000000134,-120.22000000000016,29.7,67.5,Loam,5.0
POINT(-120.20000000000016 36.860000000000134),36.860000000000134,-120.20000000000016,28.59,67.72,Loam,4.78
POINT(-120.18000000000016 36.860000000000134),36.860000000000134,-120.18000000000016,15.86,46.84,Loam,5.0
POINT(-120.16000000000017 36.860000000000134),36.860000000000134,-120.16000000000017,32.98,71.58,Loam,3.68
POINT(-120.14000000000017 36.860000000000134),36.860000000000134,-120.14000000000017,34.2,68.65,Sandy Loam,3.92
POINT(-120.12000000000018 36.860000000000134),36.860000000000134,-120.12000000000018,30.23,71.47,Sandy Loam,4.87
POINT(-120.10000000000018 36.860000000000134),36.860000000000134,-120.10000000000018,24.44,48.94,Sandy Loam,3.94
POINT(-120.08000000000018 36.860000000000134),36.860000000000134,-120.08000000000018,19.03,68.21,Sandy Loam,5.0
POINT(-120.06000000000019 36.860000000000134),36.860000000000134,-120.06000000000019,20.2,46.49,Sandy Loam,4.45
POINT(-120.04000000000019 36.860000000000134),36.860000000000134,-120.04000000000019,15.24,47.26,Clay Loam,5.0
POINT(-120.0200000000002 36.860000000000134),36.860000000000134,-120.0200000000002,29.6,46.3,Clay Loam,3.47
POINT(-120.0000000000002 36.860000000000134),36.860000000000134,-120.0000000000002,17.33,45.88,Clay Loam,4.99
POINT(-119.9800000000002 36.860000000000134),36.860000000000134,-119.9800000000002,28.97,55.81,Clay Loam,4.07
POINT(-119.9600000000002 36.860000000000134),36.860000000000134,-119.9600000000002,17.47,66.06,Clay Loam,5.0
POINT(-119.94000000000021 36.860000000000134),36.860000000000134,-119.94000000000021,19.53,66.67,Silt,5.0
POINT(-119.92000000000021 36.860000000000134),36.860000000000134,-119.92000000000021,23.43,58.01,Silt,3.88
POINT(-119.90000000000022 36.860000000000134),36.860000000000134,-119.90000000000022,29.21,53.07,Silt,3.37
POINT(-119.88000000000022 36.860000000000134),36.860000000000134,-119.88000000000022,21.99,51.99,Silt,4.29
POINT(-119.86000000000023 36.860000000000134),36.860000000000134,-119.86000000000023,24.23,47.17,Silt,4.62
POINT(-119.84000000000023 36.860000000000134),36.860000000000134,-119.84000000000023,15.0,50.76,Peat,5.0
POINT(-119.82000000000023 36.860000000000134),36.860000000000134,-119.82000000000023,31.12,48.14,Peat,3.52
POINT(-119.80000000000024 36.860000000000134),36.860000000000134,-119.80000000000024,26.14,62.89,Peat,5.0
POINT(-119.78000000000024 36.860000000000134),36.860000000000134,-119.78000000000024,20.39,54.33,Peat,5.0
POINT(-119.76000000000025 36.860000000000134),36.860000000000134,-119.76000000000025,28.99,68.59,Peat,5.0
POINT(-119.74000000000025 36.860000000000134),36.860000000000134,-119.74000000000025,24.24,55.8,Chalky,3.49
POINT(-119.72000000000025 36.860000000000134),36.860000000000134,-119.72000000000025,15.35,48.94,Chalky,5.0
POINT(-119.70000000000026 36.860000000000134),36.860000000000134,-119.70000000000026,30.66,62.89,Chalky,3.49
POINT(-119.68000000000026 36.860000000000134),36.860000000000134,-119.68000000000026,16.22,52.84,Chalky,5.0
POINT(-119.66000000000027 36.860000000000134),36.860000000000134,-119.66000000000027,23.48,65.55,Chalky,4.67
POINT(-119.64000000000027 36.860000000000134),36.860000000000134,-119.64000000000027,12.62,49.42,Loam,5.0
POINT(-119.62000000000027 36.860000000000134),36.860000000000134,-119.62000000000027,25.59,65.75,Loam,3.89
POINT(-119.60000000000028 36.860000000000134),36.860000000000134,-119.60000000000028,12.95,54.13,Loam,5.0
POINT(-119.58000000000028 36.860000000000134),36.860000000000134,-119.58000000000028,29.22,67.23,Loam,3.21
POINT(-119.56000000000029 36.860000000000134),36.860000000000134,-119.56000000000029,26.21,44.99,Loam,3.43
POINT(-119.54000000000029 36.860000000000134),36.860000000000134,-119.54000000000029,12.81,50.92,Sandy Loam,5.0
POINT(-119.5200000000003 36.860000000000134),36.860000000000134,-119.5200000000003,17.86,65.89,Sandy Loam,5.0
POINT(-119.5000000000003 36.860000000000134),36.860000000000134,-119.5000000000003,23.35,73.37,Sandy Loam,4.07
POINT(-119.4800000000003 36.860000000000134),36.860000000000134,-119.4800000000003,18.42,73.71,Sandy Loam,5.0
POINT(-119.4600000000003 36.860000000000134),36.860000000000134,-119.4600000000003,27.02,59.33,Sandy Loam,4.52
POINT(-119.44000000000031 36.860000000000134),36.860000000000134,-119.44000000000031,11.52,67.0,Clay Loam,5.0
POINT(-119.42000000000031 36.860000000000134),36.860000000000134,-119.42000000000031,14.02,64.19,Clay Loam,5.0
POINT(-119.40000000000032 36.860000000000134),36.860000000000134,-119.40000000000032,15.26,57.63,Clay Loam,5.0
POINT(-119.38000000000032 36.860000000000134),36.860000000000134,-119.38000000000032,24.17,50.57,Clay Loam,4.78
POINT(-119.36000000000033 36.860000000000134),36.860000000000134,-119.36000000000033,19.34,67.96,Clay Loam,5.0
POINT(-119.34000000000033 36.860000000000134),36.860000000000134,-119.34000000000033,11.8,54.99,Silt,5.0
POINT(-119.32000000000033 36.860000000000134),36.860000000000134,-119.32000000000033,20.09,65.61,Silt,5.0
POINT(-119.30000000000034 36.860000000000134),36.860000000000134,-119.30000000000034,29.33,48.82,Silt,3.24
POINT(-119.28000000000034 36.860000000000134),36.860000000000134,-119.28000000000034,19.12,73.87,Silt,4.89
POINT(-119.26000000000035 36.860000000000134),36.860000000000134,-119.26000000000035,14.19,54.02,Silt,5.0
POINT(-119.24000000000035 36.860000000000134),36.860000000000134,-119.24000000000035,10.91,47.36,Peat,5.0
POINT(-119.22000000000035 36.860000000000134),36.860000000000134,-119.22000000000035,14.31,66.37,Peat,5.0
POINT(-119.20000000000036 36.860000000000134),36.860000000000134,-119.20000000000036,18.48,55.96,Peat,4.47
POINT(-119.18000000000036 36.860000000000134),36.860000000000134,-119.18000000000036,25.99,60.99,Peat,3.61
POINT(-119.16000000000037 36.860000000000134),36.860000000000134,-119.16000000000037,22.63,69.52,Peat,5.0
POINT(-119.14000000000037 36.860000000000134),36.860000000000134,-119.14000000000037,24.14,66.9,Chalky,4.86
POINT(-119.12000000000037 36.860000000000134),36.860000000000134,-119.12000000000037,24.93,67.99,Chalky,4.71
POINT(-119.10000000000038 36.860000000000134),36.860000000000134,-119.10000000000038,23.04,67.58,Chalky,4.76
POINT(-119.08000000000038 36.860000000000134),36.860000000000134,-119.08000000000038,20.85,58.78,Chalky,5.0
POINT(-119.06000000000039 36.860000000000134),36.860000000000134,-119.06000000000039,28.09,50.55,Chalky,4.48
POINT(-119.04000000000039 36.860000000000134),36.860000000000134,-119.04000000000039,13.97,57.72,Loam,5.0
POINT(-119.0200000000004 36.860000000000134),36.860000000000134,-119.0200000000004,23.84,60.24,Loam,4.02
POINT(-119.0000000000004 36.860000000000134),36.860000000000134,-119.0000000000004,9.05,46.72,Loam,5.0
POINT(-121.0 36.88000000000014),36.88000000000014,-121.0,26.53,62.46,Peat,4.59
POINT(-120.98 36.88000000000014),36.88000000000014,-120.98,33.68,65.14,Chalky,4.29
POINT(-120.96000000000001 36.88000000000014),36.88000000000014,-120.96000000000001,22.77,63.87,Chalky,4.92
POINT(-120.94000000000001 36.88000000000014),36.88000000000014,-120.94000000000001,19.6,49.15,Chalky,4.43
POINT(-120.92000000000002 36.88000000000014),36.88000000000014,-120.92000000000002,31.16,40.99,Chalky,4.34
POINT(-120.90000000000002 36.88000000000014),36.88000000000014,-120.90000000000002,30.87,62.72,Chalky,3.73
POINT(-120.88000000000002 36.88000000000014),36.88000000000014,-120.88000000000002,24.36,61.16,Loam,4.35
POINT(-120.86000000000003 36.88000000000014),36.88000000000014,-120.86000000000003,28.72,67.75,Loam,4.83
POINT(-120.84000000000003 36.88000000000014),36.88000000000014,-120.84000000000003,24.83,69.84,Loam,4.16
POINT(-120.82000000000004 36.88000000000014),36.88000000000014,-120.82000000000004,20.1,59.26,Loam,5.0
POINT(-120.80000000000004 36.88000000000014),36.88000000000014,-120.80000000000004,28.24,48.41,Loam,3.2
POINT(-120.78000000000004 36.88000000000014),36.88000000000014,-120.78000000000004,25.3,68.47,Sandy Loam,3.58
POINT(-120.76000000000005 36.88000000000014),36.88000000000014,-120.76000000000005,24.07,48.54,Sandy Loam,3.93
POINT(-120.74000000000005 36.88000000000014),36.88000000000014,-120.74000000000005,35.61,47.9,Sandy Loam,2.46
POINT(-120.72000000000006 36.88000000000014),36.88000000000014,-120.72000000000006,18.87,52.15,Sandy Loam,5.0
POINT(-120.70000000000006 36.88000000000014),36.88000000000014,-120.70000000000006,35.38,50.54,Sandy Loam,2.83
POINT(-120.68000000000006 36.88000000000014),36.88000000000014,-120.68000000000006,32.68,60.72,Clay Loam,4.3
POINT(-120.66000000000007 36.88000000000014),36.88000000000014,-120.66000000000007,24.9,59.0,Clay Loam,4.65
POINT(-120.64000000000007 36.88000000000014),36.88000000000014,-120.64000000000007,31.53,55.8,Clay Loam,3.06
POINT(-120.62000000000008 36.88000000000014),36.88000000000014,-120.62000000000008,36.1,44.5,Clay Loam,4.1
POINT(-120.60000000000008 36.88000000000014),36.88000000000014,-120.60000000000008,33.56,61.73,Clay Loam,4.37
POINT(-120.58000000000008 36.88000000000014),36.88000000000014,-120.58000000000008,29.05,62.36,Silt,3.79
POINT(-120.56000000000009 36.88000000000014),36.88000000000014,-120.56000000000009,35.78,64.02,Silt,2.9
POINT(-120.54000000000009 36.88000000000014),36.88000000000014,-120.54000000000009,24.91,70.85,Silt,4.56
POINT(-120.5200000000001 36.88000000000014),36.88000000000014,-120.5200000000001,17.52,55.49,Silt,5.0
POINT(-120.5000000000001 36.88000000000014),36.88000000000014,-120.5000000000001,21.21,71.38,Silt,5.0
POINT(-120.4800000000001 36.88000000000014),36.88000000000014,-120.4800000000001,17.16,54.71,Peat,5.0
POINT(-120.46000000000011 36.88000000000014),36.88000000000014,-120.46000000000011,36.08,58.14,Peat,3.09
POINT(-120.44000000000011 36.88000000000014),36.88000000000014,-120.44000000000011,27.08,44.93,Peat,3.07
POINT(-120.42000000000012 36.88000000000014),36.88000000000014,-120.42000000000012,18.05,60.74,Peat,5.0
POINT(-120.40000000000012 36.88000000000014),36.88000000000014,-120.40000000000012,32.84,66.46,Peat,4.32
POINT(-120.38000000000012 36.88000000000014),36.88000000000014,-120.38000000000012,19.55,42.11,Chalky,5.0
POINT(-120.36000000000013 36.88000000000014),36.88000000000014,-120.36000000000013,19.18,55.37,Chalky,5.0
POINT(-120.34000000000013 36.88000000000014),36.88000000000014,-120.34000000000013,23.51,54.62,Chalky,5.0
POINT(-120.32000000000014 36.88000000000014),36.88000000000014,-120.32000000000014,28.45,57.25,Chalky,4.82
POINT(-120.30000000000014 36.88000000000014),36.88000000000014,-120.30000000000014,19.18,53.52,Chalky,5.0
POINT(-120.28000000000014 36.88000000000014),36.88000000000014,-120.28000000000014,28.41,56.12,Chalky,4.12
POINT(-120.26000000000015 36.88000000000014),36.88000000000014,-120.26000000000015,29.45,70.6,Loam,3.88
POINT(-120.24000000000015 36.88000000000014),36.88000000000014,-120.24000000000015,21.16,66.15,Loam,4.52
POINT(-120.22000000000016 36.88000000000014),36.88000000000014,-120.22000000000016,17.17,65.85,Loam,5.0
POINT(-120.20000000000016 36.88000000000014),36.88000000000014,-120.20000000000016,29.12,64.24,Loam,3.63
POINT(-120.18000000000016 36.88000000000014),36.88000000000014,-120.18000000000016,27.23,56.12,Loam,5.0
POINT(-120.16000000000017 36.88000000000014),36.88000000000014,-120.16000000000017,31.3,42.4,Sandy Loam,3.33
POINT(-120.14000000000017 36.88000000000014),36.88000000000014,-120.14000000000017,15.89,46.47,Sandy Loam,5.0
POINT(-120.12000000000018 36.88000000000014),36.88000000000014,-120.12000000000018,30.39,54.11,Sandy Loam,3.15
POINT(-120.10000000000018 36.88000000000014),36.88000000000014,-120.10000000000018,26.16,72.36,Sandy Loam,3.79
POINT(-120.08000000000018 36.88000000000014),36.88000000000014,-120.08000000000018,31.8,45.82,Sandy Loam,4.21
POINT(-120.06000000000019 36.88000000000014),36.88000000000014,-120.06000000000019,26.95,43.82,Clay Loam,2.85
POINT(-120.04000000000019 36.88000000000014),36.88000000000014,-120.04000000000019,31.87,68.49,Clay Loam,3.67
POINT(-120.0200000000002 36.88000000000014),36.88000000000014,-120.0200000000002,27.01,65.35,Clay Loam,4.65
POINT(-120.0000000000002 36.88000000000014),36.88000000000014,-120.0000000000002,16.7,59.79,Clay Loam,5.0
POINT(-119.9800000000002 36.88000000000014),36.88000000000014,-119.9800000000002,25.25,47.78,Clay Loam,3.58
POINT(-119.9600000000002 36.88000000000014),36.88000000000014,-119.9600000000002,33.07,48.82,Silt,3.33
POINT(-119.94000000000021 36.88000000000014),36.88000000000014,-119.94000000000021,25.81,55.84,Silt,5.0
POINT(-119.92000000000021 36.88000000000014),36.88000000000014,-119.92000000000021,32.16,70.51,Silt,3.71
POINT(-119.90000000000022 36.88000000000014),36.88000000000014,-119.90000000000022,28.71,71.47,Silt,4.58
POINT(-119.88000000000022 36.88000000000014),36.88000000000014,-119.88000000000022,15.96,52.06,Silt,5.0
POINT(-119.86000000000023 36.88000000000014),36.88000000000014,-119.86000000000023,24.73,48.08,Peat,5.0
POINT(-119.84000000000023 36.88000000000014),36.88000000000014,-119.84000000000023,28.21,56.9,Peat,4.66
POINT(-119.82000000000023 36.88000000000014),36.88000000000014,-119.82000000000023,31.41,60.71,Peat,4.26
POINT(-119.80000000000024 36.88000000000014),36.88000000000014,-119.80000000000024,26.64,46.68,Peat,3.14
POINT(-119.78000000000024 36.88000000000014),36.88000000000014,-119.78000000000024,17.76,47.33,Peat,5.0
POINT(-119.76000000000025 36.88000000000014),36.88000000000014,-119.76000000000025,17.06,49.37,Chalky,5.0
POINT(-119.74000000000025 36.88000000000014),36.88000000000014,-119.74000000000025,13.67,56.82,Chalky,5.0
POINT(-119.72000000000025 36.88000000000014),36.88000000000014,-119.72000000000025,12.97,65.85,Chalky,5.0
POINT(-119.70000000000026 36.88000000000014),36.88000000000014,-119.70000000000026,23.46,57.09,Chalky,5.0
POINT(-119.68000000000026 36.88000000000014),36.88000000000014,-119.68000000000026,19.04,72.18,Chalky,5.0
POINT(-119.66000000000027 36.88000000000014),36.88000000000014,-119.66000000000027,18.52,59.2,Loam,5.0
POINT(-119.64000000000027 36.88000000000014),36.88000000000014,-119.64000000000027,19.9,69.68,Loam,5.0
POINT(-119.62000000000027 36.88000000000014),36.88000000000014,-119.62000000000027,22.77,53.04,Loam,5.0
POINT(-119.60000000000028 36.88000000000014),36.88000000000014,-119.60000000000028,24.23,60.78,Loam,4.16
POINT(-119.58000000000028 36.88000000000014),36.88000000000014,-119.58000000000028,27.65,66.55,Loam,4.25
POINT(-119.56000000000029 36.88000000000014),36.88000000000014,-119.56000000000029,19.25,46.46,Sandy Loam,4.34
POINT(-119.54000000000029 36.88000000000014),36.88000000000014,-119.54000000000029,17.32,47.87,Sandy Loam,5.0
POINT(-119.5200000000003 36.88000000000014),36.88000000000014,-119.5200000000003,24.75,63.75,Sandy Loam,3.68
POINT(-119.5000000000003 36.88000000000014),36.88000000000014,-119.5000000000003,18.8,58.27,Sandy Loam,5.0
POINT(-119.4800000000003 36.88000000000014),36.88000000000014,-119.4800000000003,30.21,50.4,Sandy Loam,4.57
POINT(-119.4600000000003 36.88000000000014),36.88000000000014,-119.4600000000003,18.69,67.81,Clay Loam,5.0
POINT(-119.44000000000031 36.88000000000014),36.88000000000014,-119.44000000000031,13.36,47.13,Clay Loam,5.0
POINT(-119.42000000000031 36.88000000000014),36.88000000000014,-119.42000000000031,29.08,47.41,Clay Loam,3.23
POINT(-119.40000000000032 36.88000000000014),36.88000000000014,-119.40000000000032,19.54,70.35,Clay Loam,4.67
POINT(-119.38000000000032 36.88000000000014),36.88000000000014,-119.38000000000032,15.34,55.69,Clay Loam,5.0
POINT(-119.36000000000033 36.88000000000014),36.88000000000014,-119.36000000000033,22.45,72.22,Silt,4.35
POINT(-119.34000000000033 36.88000000000014),36.88000000000014,-119.34000000000033,11.97,69.54,Silt,5.0
POINT(-119.32000000000033 36.88000000000014),36.88000000000014,-119.32000000000033,28.28,51.52,Silt,3.55
POINT(-119.30000000000034 36.88000000000014),36.88000000000014,-119.30000000000034,14.61,51.91,Silt,5.0
POINT(-119.28000000000034 36.88000000000014),36.88000000000014,-119.28000000000034,11.98,72.08,Silt,5.0
POINT(-119.26000000000035 36.88000000000014),36.88000000000014,-119.26000000000035,25.17,44.81,Peat,3.67
POINT(-119.24000000000035 36.88000000000014),36.88000000000014,-119.24000000000035,25.92,44.44,Peat,4.22
POINT(-119.22000000000035 36.88000000000014),36.88000000000014,-119.22000000000035,14.03,71.52,Peat,5.0
POINT(-119.20000000000036 36.88000000000014),36.88000000000014,-119.20000000000036,21.87,59.79,Peat,5.0
POINT(-119.18000000000036 36.88000000000014),36.88000000000014,-119.18000000000036,18.48,49.34,Peat,5.0
POINT(-119.16000000000037 36.88000000000014),36.88000000000014,-119.16000000000037,20.65,69.03,Chalky,4.58
POINT(-119.14000000000037 36.88000000000014),36.88000000000014,-119.14000000000037,28.49,48.08,Chalky,4.39
POINT(-119.12000000000037 36.88000000000014),36.88000000000014,-119.12000000000037,28.54,67.39,Chalky,4.08
POINT(-119.10000000000038 36.88000000000014),36.88000000000014,-119.10000000000038,26.43,53.54,Chalky,4.92
POINT(-119.08000000000038 36.88000000000014),36.88000000000014,-119.08000000000038,13.78,53.04,Chalky,5.0
POINT(-119.06000000000039 36.88000000000014),36.88000000000014,-119.06000000000039,28.78,46.08,Loam,4.12
POINT(-119.04000000000039 36.88000000000014),36.88000000000014,-119.04000000000039,12.88,73.3,Loam,5.0
POINT(-119.0200000000004 36.88000000000014),36.88000000000014,-119.0200000000004,23.91,68.1,Loam,5.0
POINT(-119.0000000000004 36.88000000000014),36.88000000000014,-119.0000000000004,13.27,66.23,Loam,5.0
POINT(-121.0 36.90000000000014),36.90000000000014,-121.0,25.07,66.98,Chalky,5.0
POINT(-120.98 36.90000000000014),36.90000000000014,-120.98,21.58,63.29,Chalky,5.0
POINT(-120.96000000000001 36.90000000000014),36.90000000000014,-120.96000000000001,20.6,56.73,Chalky,5.0
POINT(-120.94000000000001 36.90000000000014),36.90000000000014,-120.94000000000001,32.37,57.63,Chalky,3.45
POINT(-120.92000000000002 36.90000000000014),36.90000000000014,-120.92000000000002,26.32,44.4,Chalky,4.21
POINT(-120.90000000000002 36.90000000000014),36.90000000000014,-120.90000000000002,30.97,65.92,Loam,4.39
POINT(-120.88000000000002 36.90000000000014),36.90000000000014,-120.88000000000002,34.42,59.82,Loam,2.74
POINT(-120.86000000000003 36.90000000000014),36.90000000000014,-120.86000000000003,25.04,58.19,Loam,4.44
POINT(-120.84000000000003 36.90000000000014),36.90000000000014,-120.84000000000003,18.3,63.1,Loam,5.0
POINT(-120.82000000000004 36.90000000000014),36.90000000000014,-120.82000000000004,20.54,51.37,Loam,4.2
POINT(-120.80000000000004 36.90000000000014),36.90000000000014,-120.80000000000004,24.0,49.13,Sandy Loam,3.56
POINT(-120.78000000000004 36.90000000000014),36.90000000000014,-120.78000000000004,27.41,54.33,Sandy Loam,3.65
POINT(-120.76000000000005 36.90000000000014),36.90000000000014,-120.76000000000005,31.43,51.4,Sandy Loam,2.77
POINT(-120.74000000000005 36.90000000000014),36.90000000000014,-120.74000000000005,26.49,62.84,Sandy Loam,4.18
POINT(-120.72000000000006 36.90000000000014),36.90000000000014,-120.72000000000006,22.42,46.39,Sandy Loam,4.44
POINT(-120.70000000000006 36.90000000000014),36.90000000000014,-120.70000000000006,26.57,42.92,Clay Loam,3.42
POINT(-120.68000000000006 36.90000000000014),36.90000000000014,-120.68000000000006,35.37,56.86,Clay Loam,3.62
POINT(-120.66000000000007 36.90000000000014),36.90000000000014,-120.66000000000007,21.36,59.64,Clay Loam,4.28
POINT(-120.64000000000007 36.90000000000014),36.90000000000014,-120.64000000000007,23.8,57.6,Clay Loam,3.64
POINT(-120.62000000000008 36.90000000000014),36.90000000000014,-120.62000000000008,32.3,61.12,Clay Loam,4.11
POINT(-120.60000000000008 36.90000000000014),36.90000000000014,-120.60000000000008,34.03,64.05,Silt,3.73
POINT(-120.58000000000008 36.90000000000014),36.90000000000014,-120.58000000000008,18.56,46.81,Silt,5.0
POINT(-120.56000000000009 36.90000000000014),36.90000000000014,-120.56000000000009,34.56,59.85,Silt,3.52
POINT(-120.54000000000009 36.90000000000014),36.90000000000014,-120.54000000000009,30.98,62.73,Silt,3.33
POINT(-120.5200000000001 36.90000000000014),36.90000000000014,-120.5200000000001,28.42,44.34,Silt,3.74
POINT(-120.5000000000001 36.90000000000014),36.90000000000014,-120.5000000000001,24.62,59.3,Peat,3.55
POINT(-120.4800000000001 36.90000000000014),36.90000000000014,-120.4800000000001,24.44,60.02,Peat,4.74
POINT(-120.46000000000011 36.90000000000014),36.90000000000014,-120.46000000000011,17.82,64.93,Peat,5.0
POINT(-120.44000000000011 36.90000000000014),36.90000000000014,-120.44000000000011,25.33,60.33,Peat,3.38
POINT(-120.42000000000012 36.90000000000014),36.90000000000014,-120.42000000000012,22.17,61.23,Peat,4.36
POINT(-120.40000000000012 36.90000000000014),36.90000000000014,-120.40000000000012,28.84,54.58,Chalky,4.17
POINT(-120.38000000000012 36.90000000000014),36.90000000000014,-120.38000000000012,30.38,64.5,Chalky,3.49
POINT(-120.36000000000013 36.90000000000014),36.90000000000014,-120.36000000000013,34.13,57.83,Chalky,2.52
POINT(-120.34000000000013 36.90000000000014),36.90000000000014,-120.34000000000013,27.02,68.65,Chalky,4.67
POINT(-120.32000000000014 36.90000000000014),36.90000000000014,-120.32000000000014,26.64,43.39,Chalky,3.09
POINT(-120.30000000000014 36.90000000000014),36.90000000000014,-120.30000000000014,32.57,47.68,Loam,2.59
POINT(-120.28000000000014 36.90000000000014),36.90000000000014,-120.28000000000014,18.68,71.2,Loam,5.0
POINT(-120.26000000000015 36.90000000000014),36.90000000000014,-120.26000000000015,15.42,56.83,Loam,5.0
POINT(-120.24000000000015 36.90000000000014),36.90000000000014,-120.24000000000015,23.64,68.59,Loam,4.94
POINT(-120.22000000000016 36.90000000000014),36.90000000000014,-120.22000000000016,25.67,57.63,Loam,3.64
POINT(-120.20000000000016 36.90000000000014),36.90000000000014,-120.20000000000016,29.12,66.09,Loam,3.44
POINT(-120.18000000000016 36.90000000000014),36.90000000000014,-120.18000000000016,31.18,66.25,Sandy Loam,2.98
POINT(-120.16000000000017 36.90000000000014),36.90000000000014,-120.16000000000017,20.98,58.3,Sandy Loam,5.0
POINT(-120.14000000000017 36.90000000000014),36.90000000000014,-120.14000000000017,24.42,65.61,Sandy Loam,4.73
POINT(-120.12000000000018 36.90000000000014),36.90000000000014,-120.12000000000018,19.05,63.22,Sandy Loam,5.0
POINT(-120.10000000000018 36.90000000000014),36.90000000000014,-120.10000000000018,32.61,59.08,Sandy Loam,3.93
POINT(-120.08000000000018 36.90000000000014),36.90000000000014,-120.08000000000018,33.55,70.69,Clay Loam,3.98
POINT(-120.06000000000019 36.90000000000014),36.90000000000014,-120.06000000000019,25.59,42.49,Clay Loam,3.83
